company,date_announced,date_reported,jobs_cut_sg,jobs_cut_global,pct_workforce,industry,source_link,notes,status,event_id
MoneyHero,2024-07-24,2024-07-24,,,,Finance,https://web.archive.org/web/20260522061354/https://www.businesstimes.com.sg/startups-tech/singapore-fintech-moneyhero-lays-80-staff-cut-costs,Singapore fintech MoneyHero laid off 80 staff to cut costs,confirmed,moneyhero-2024-07
IBM,2026-03-25,2026-03-25,,,,Tech,https://web.archive.org/web/20260522061750/https://sg.finance.yahoo.com/news/many-employees-ibm-2026-layoffs-234003251.html,IBM layoffs reported | Evidence: https://americanbazaaronline.com/2026/04/03/ibm-layoff-spark-offshoring-claims-after-oracle-cuts-in-us-478192/,confirmed,ibm-2026-03
IBM,2019-04-12,2019-04-12,,,,Tech,https://news.google.com/rss/articles/CBMiowFBVV95cUxObmRzR2RWTjNUXzNFakdscnBIWENQWERBTTFPVTVrVmVUcFFNZDhhZnZ4UE9xc3VWSTBGcU1ubzQtWGNXX0dtUDhzRk8zWGdUMTB3NVlTc1g0T01PNUVmZnBMcWp5d3R6c3hyRkVORmMyS2RVa3d0WjZZUTk4NW1GMmc1MGdyX1phQVJuLXV0WWdVSXJwZC1lQ1VOY3d1RXJBWlo4?oc=5,IBM Tampines plant shutdown in Singapore; laying off workers.,confirmed,ibm-2019-04
IBM,2018-08-14,2018-08-14,,,,Tech,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQTTRXTlItaXJtLUNKNmNsWmppQWlUQ0tvQndvRkIxTklpeDdZVUFQUndXQ3VmQkcyVExkQkJIeDFkcmxTWTJQUnh1Q3ZKeTc0LVFRaldDcHJ0MnhBNEY1NEFLUW5VLVd4RE5Ib2RlOW1FWkFudlJtWUY1WmxEUnJ4d2hpNk5uS1ExVlBNdl9WU05rRXRZQlNleEhoTVBEb1NaUi1kZ25KVThFcFF0NU5FbkljWEFyU2JQRmtESl9VOUowN1JzdHZ6N2luQTQ1S1JXRlFmLVVpcEdZS0FTczRzd2wtbUlyY0k?oc=5,IBM Singapore manufacturing hub closure affecting employees; union silent on termination conditions.,confirmed,ibm-2018-08
IBM,2019-04-23,2019-04-23,,,,Tech,https://news.google.com/rss/articles/CBMimgFBVV95cUxQQXNFbnhUUDlkRWZrQmFlVjI4bExiZnFuR0JxN0pEVEZHSlJmZU1jb0VRNUNHTF8zUzY3WFVTdWVUaVFJeGhxUksxQ1cwTEVLaVp5cEwtbFhPaFdib0VEM2p1bHYxRFZKOFozb09pUEJmZHVNZFRZNEt5YW41RzlLcVNzb1dnZy1uYldKeEM3ZDF4WnZtSEZRNmNB?oc=5,"IBM announced closure of its Tampines plant in Singapore as part of global restructuring, as reported by Singapore Business Review.",confirmed,ibm-2019-04
Apple,2025-11-24,2025-11-24,,,,Tech,https://web.archive.org/web/20260522061938/https://www.straitstimes.com/business/apple-cuts-jobs-across-its-sales-organisation-in-rare-layoff,Apple layoffs reported | Evidence: https://www.bloomberg.com/news/articles/2025-11-24/apple-aapl-cuts-jobs-across-its-sales-organization-in-rare-layoff,confirmed,apple-2025-11
Apple,2026-08-22,2026-08-23,,200,,Tech,https://news.google.com/rss/articles/CBMingFBVV95cUxPS21sZ2JuMXVfM2E1Z3pkRThCVHRmaFJMZ05VenQzSFluVUdOdWszWVNYdGk0RW1lYklELTRjYzlJMWdULWN0NzdTRDdubHFhelU5d0hNREF6eThzTGx3T24tUzdzd1o2SGYwMGpWeGNCNk5VN1F5aDlsQlVnZTBva1dVMDdQYVJUUEkyNzZkU3NzQzltYXdNUThieW8zdw?oc=5,"Follow-up coverage of Apple's reported layoffs announced on 2026-08-22, reusing the existing event ID. Headline indicates more than 200 jobs cut; no Singapore-specific figure is provided.",confirmed,apple-2026-08-siri-vision
Citi,2026-01-13,2026-01-13,,1000,,Finance,https://web.archive.org/web/20260522062135/https://fintechnews.sg/124629/fintech/citi-job-cuts/,"Citi ~1,000 job cuts moving ahead | Evidence: https://www.pymnts.com/personnel/2026/citigroup-to-cut-1000-jobs-in-ongoing-restructuring-effort/",confirmed,citi-2026-01
Citibank,2024-07-27,2024-07-27,,,,Finance,https://news.google.com/rss/articles/CBMimwFBVV95cUxOU1MzZWtuWmdKUFFyRVRqZUlnbTJiV1JRVmJhX1Y1Rnh3SVdsU3E3TlhUWW1adlh3eGM1TXlZMmVST0t2RHp0dzhMTlB5QUhGMDJxLVE3LVF1bThVbDhJRU8zVS1TSTBnVGpka05kYmNBTmY0VkdsNzBfMk44RlltSHRldnlxcWhxUTd4em5rLXN2SldjR1JWa3ZhWQ?oc=5,"CNA reports on ongoing Citi layoffs in Singapore based on staff accounts, confirming a real layoff event.",confirmed,citi-2024-07
Citi,2024-07-08,2024-07-08,500,,,Finance,https://news.google.com/rss/articles/CBMickFVX3lxTE9Ma3RlT0N2UzJJMFIwZTVsQWYyaFJTbHBzWWI0SUxIUVZlQXFoZUpIQzNvcmk2R3FtXzE5SzJ1X3daU2hYWmZsb2hiOURFdklhZEVEYjBxMldqQkRwMTVWQW02V0RjTVNFSXhWb1JDdFo1QQ?oc=5,Citigroup cuts 500 jobs in Singapore as part of global restructuring.,confirmed,citi-2024-07
Citigroup,2023-09-13,2023-09-13,,,,Finance,https://news.google.com/rss/articles/CBMirgFBVV95cUxPTXdGMU5SSURiaTVULXE5WWc0LUh2VFo1V1Y3V1dDZ19abXUxdVJWdU9jZnd6Ny1aQk1WajFGX1ltN2VxZkNCVVNTczNueUxpazVfaG40VllJUVp3T3phSWdDSk1MNXpoYnIxeWg0cUc1LUlvYjJyYUdGb3kxSV9xVzdSX0VQemR3alVRcFQ4YzRPeFpDLXc0Njk0TGlvblBRSFBtQnNTY2x1RFM2NFE?oc=5,"Article indicates Citigroup plans job cuts, but no specific Singapore confirmation or implementation details.",expired,citi-2023-09
Citi,2023-03-03,2023-03-03,,,,Finance,https://news.google.com/rss/articles/CBMixgFBVV95cUxQbGkxbVgyMzE1NVFRSEtwemtNMjlYZ1h0bko3Z2ctM293T2dQRmEwd3Jxai1tbElwZnVKLUY5RkhJb0lwYTBVVW9sY2VmY19TSVhSNlAwU2FwbmZNV1pWMktKclNEbC1GNXBVZkl6RGpjVzJ0ZDlvUHNsLVRMdUpKYnRyRmI0T1RKZnlfczdWYnN6WWRTa3Fma0xMQ3VtX1VqUE5IdFdZN0NoaS1XeGhrSXYwcHVydEl3cTdGajgwZ0tHT1JDTnc?oc=5,Citi cuts hundreds of jobs; a confirmed layoff event with Singapore operations.,confirmed,citi-2023-03
Citigroup,2026-07-15,2026-07-15,,,,Finance,https://www.businesstimes.com.sg/companies-markets/banking-finance/citi-shares-drop-ceo-fraser-plans-deeper-job-cuts-year,"Article reports Citigroup CEO plans deeper job cuts this year, a planned/anticipated layoff event with Singapore operations affected. | Evidence: https://news.google.com/rss/articles/CBMiqwFBVV95cUxNVFI2ZXJGUWRDUlFrcXVqQXI2SUlzZjFIRTdWOXFmUE5iVHNWcmhVSHM4cDNZNzRLUVNoM2tJTEY4Vm9jM0lLcnA4Y29ENTN0bEpkczRjYWEwc0ZwclhTYlZKS3NCd3kyaXUtcGk2ZWRVRzUyQjRoSjczTUU0Rkx3ODQ3NEJRT05xeWNIMUhXUU9ZRC1fZ1NqTlJVNTR3Z0dCclBYUURvTGp0ODA?oc=5",confirmed,citigroup-2026-07
Citi,2026-06-10,2026-06-10,3,,,Finance,https://layoffsg.com/feed?event=6a4b501f635d683fcc0f027d,"Singapore tracker reports 3 Citi jobs cut in Singapore, citing Insider with an exact count. Confirmed layoff event with clear Singapore nexus.",confirmed,citi-2026-06
HP,2025-11-26,2025-11-26,,,,Tech,https://web.archive.org/web/20260522062320/https://www.straitstimes.com/business/companies-markets/hp-to-cut-up-to-6000-jobs-in-global-ai-overhaul,HP planning further job cuts | Evidence: https://www.cfodive.com/news/hp-cites-ai-push-slash-6000-jobs-2028/806595/,confirmed,hp-2025-11
Cloudflare,2026-05-07,2026-05-07,,,,Tech,https://web.archive.org/web/20260508063554/https://www.straitstimes.com/business/companies-markets/cloudflare-cuts-1100-jobs-or-20-of-workforce-in-ai-first-restructuring,Cloudflare layoffs reported | Evidence: https://www.cnbc.com/2026/05/07/cloudflare-net-q1-2026-stock-earnings-layoffs.html,confirmed,cloudflare-2026-05
PayPal,2026-05-05,2026-05-05,,,,Finance,https://web.archive.org/web/20260506071435/https://www.businesstimes.com.sg/companies-markets/banking-finance/paypal-plans-job-cuts-its-new-ceo-pursues-turnaround-strategy,PayPal plans job cuts | Evidence: https://www.bloomberg.com/news/articles/2026-05-05/paypal-plans-job-cuts-as-fintech-s-new-ceo-pursues-turnaround-strategy,confirmed,paypal-2026-05
HSBC,2026-03-19,2026-03-19,,20000,,Finance,https://web.archive.org/web/20260522062423/https://fintechnews.sg/127855/ai/hsbc-ai-job-cuts/,HSBC weighing deep cuts globally; Singapore office potentially affected | Evidence: https://ca.finance.yahoo.com/news/hsbc-clears-senior-bankers-biggest-172354296.html,confirmed,hsbc-2026-03
HSBC,2025-09-08,2025-09-08,,,,Finance,https://news.google.com/rss/articles/CBMib0FVX3lxTE9rbjZPeXVrejc4alNnMGFjMUN6cEs3SmlJVlFEUmZIeng0VndiblE3bWM2dmRXRVpBb0E4YVh6ai1uRHpQQmNrc0xEcGJxTTVRUGVvcERmdDNIZDE0d0xZQzdBbU5NVEcwZ0JEb1F6TQ?oc=5,"Article snippet indicates HSBC may make another round of job cuts, but it is not confirmed as an official announcement; HSBC operates in Singapore. | Evidence: https://ca.finance.yahoo.com/news/hsbc-clears-senior-bankers-biggest-172354296.html",confirmed,hsbc-2025-09
HSBC,2025-02-14,2025-02-14,,,,Finance,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOeWRZUWlUYy1uTjVQdVZpQVVxMC1FdDU2bFRwNmxIYkFBVDNMV1M1bkU4QUcyOXdHZ1RpcWU1aVBJc05aYVNHNklTZDdIVjh5VkszZmI3LUszaUZSRWRlN2NmQkFiTVFfMlNYN3RGVi1FS2xNRDlSYm1wVVZySTJyNFZhdXBFd1JveUc5MXR2RFVJc01oV0ctMXFsejExWGZKenQ0dldKTkJJYng5NWRNSWF2ZVp4WkxTNG0xN0ZxdXNYN1Y5MkRCTw?oc=5,"HSBC is planning a new round of investment bank job cuts; this is a future plan, not yet confirmed. | Evidence: https://news.google.com/rss/articles/CBMiugFBVV95cUxQdGRBMTdYUnhiZmpJc1owQUI4MlM1Zk9tOWdHVGp4ay1FTHh2RzVmMnNrczNYT0pxQXRLSmsxZnY1dklDaFl5Q0F4Zk9xMWZMNG9xQUZJbFVnTUZCZ2lyakl3QWFQdXkzM2VMa1pydWpZRDlzSzlmVGRTTV9oZjZyckVJQWRwY0tUVnFIM3FBYkl2TV9nRXBXcERvblVjNjBuYjNuVGZEcDZqcXJJemJwamNPU3RyOF8yNWc?oc=5",confirmed,hsbc-2025-01
HSBC,2024-10-30,2024-10-30,,,,Finance,https://news.google.com/rss/articles/CBMitAFBVV95cUxQV01uVDdQV29lQWJRV1c1enZKUy00QWEzV1M2NE1xNU5uSkhoM2taazVXMmdORGdURzdlZ2dsX29OXzlSSGVBSHd4NnAtcFhGemFoWnlsYWt6VjgxbjlGVVlnX0o5RnZ3dmJWUE5TQlhhbGZMekhnTnl5TU9aTTBIZGhvZE9zS2pmSlpOaEd2TGZqU1JndUtIS0hRakV6YzdlRDIweUJTSGpoNFJEWlJwcWI2azk?oc=5,"Article snippet indicates HSBC plans to cut senior roles, but no specific details or confirmation yet. | Evidence: https://ca.finance.yahoo.com/news/hsbc-clears-senior-bankers-biggest-172354296.html",confirmed,hsbc-2024-10
HSBC,2025-01-23,2025-01-23,,400,,Finance,https://news.google.com/rss/articles/CBMixAFBVV95cUxOYkpsNzJCbWRjaUZQYnR6RnJhRV95YTh5Uk94SFRfeXh3T016WnF1aUlpQTVjNEpNRlRmUGV1ZWhpSlJLVTEtWGhoVWxOS3B6SXpCWHB4OXFnOTJqbWNIdUJzRnVxSjk4UHBheW0zbi1GRHlvUEJ5WG91ekFQVkdYSkFNa2VzQWMzT0ZJa3hXU1M1TTZKSDhsODQyeFpBd3RVbUNkdjVTRlBWYnRxemk5RDBNbENIVFp4N3drT3dyeWJmdkN0?oc=5,"HSBC's closure of a payments app puts around 400 jobs at risk, as reported by The Business Times. The phrasing 'at risk' suggests a planned or anticipated layoff rather than confirmed. | Evidence: https://finance.yahoo.com/news/hsbcs-payments-app-closure-puts-084916484.html",confirmed,hsbc-2025-01
HSBC,2026-01-28,2026-01-28,,,,Finance,https://klse.i3investor.com/web/blog/detail/ceomorningbrief/2026-01-28-story-h500671674-HSBC_Deepens_Pivot_to_Wealth_in_Singapore_as_Retail_Pared,"Article indicates HSBC is deepening its pivot to wealth management in Singapore while paring retail operations, implying retail job cuts have occurred or are underway.",confirmed,hsbc-2026-01
HSBC,2024-11-19,2024-11-19,,,,Finance,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPZ25zMXNCYm03eFp4TC1IVDJuVjd4MnBaNjA2TGpramZfYWVtX2dDa3k4c2w5VmZLdjJFZDJrYUl4OE8xTngzSGVFT2tUMWk5MzBlNjFhbzhtS0NmVGxiZl83YWZnblo1czM5S1VDVS1oLWlkdlM4ckhNS0w3M1ZZa2tRUUtSUmRhZzQxb05Pa0hIcGxEeV9oSnVvYThIcVVMU0d2eEVOOUN6TElIVVlianpqak4zeGFmYVhTU0dYV1E?oc=5,"HSBC is asking hundreds of managers in Singapore to reapply for jobs as part of a bank revamp, implying job cuts.",confirmed,hsbc-2024-10
HSBC,2026-07-26,2026-07-26,,,,Finance,https://jkiij.wicyjoa.com/startup/595e6999335.html,Low-credibility source reports HSBC is considering job cuts; no specifics on Singapore or headcount. Classified as rumored due to speculative language.,rumored,hsbc-2026-07-mulls
HSBC,2026-08-27,2026-08-27,,,,Finance,https://www.straitstimes.com/business/hsbc-mulls-restructuring-singapore-units-to-simplify-operations,"HSBC is reportedly planning to restructure its Singapore units to simplify operations. This is a planned/anticipated change that may involve layoffs, so it is classified as rumored. No specific headcount was disclosed.",rumored,hsbc-2026-08-restructure
BASF,2026-02-26,2026-02-26,,,,Manufacturing,https://web.archive.org/web/20260522062945/https://sg.finance.yahoo.com/news/basf-says-job-cuts-not-064018941.html,BASF announces job cuts | Evidence: https://finance.yahoo.com/economy/policy/articles/more-job-cuts-basf-launches-164034443.html,confirmed,basf-2026-02
Snap (Snapchat),2026-04-15,2026-04-15,,,,Tech,https://web.archive.org/web/20260522063155/https://www.straitstimes.com/business/companies-markets/snapchat-parent-cuts-1000-jobs-citing-ai-efficiency,Snap layoffs reported | Evidence: https://techcrunch.com/2026/04/15/snap-is-cutting-1000-jobs-16-of-its-workforce/,confirmed,snap-2026-04
WiseTech,2026-02-25,2026-02-25,,2000,,Tech,https://web.archive.org/web/20260522063235/https://www.straitstimes.com/business/companies-markets/software-maker-wisetech-to-cut-2000-jobs-or-30-of-workforce-in-ai-shift,"Plans ~2,000 job cuts globally | Evidence: https://www.bloomberg.com/news/articles/2026-02-24/wisetech-to-cut-2-000-jobs-as-ai-ends-era-of-manual-coding",confirmed,wisetech-2026-02
Atlassian,2026-03-12,2026-03-12,,1600,,Tech,https://web.archive.org/web/20260522063727/https://www.straitstimes.com/business/companies-markets/software-firm-atlassian-to-cut-1600-jobs-in-pivot-to-ai,"~1,600 job cuts planned globally; SG office potentially affected | Evidence: https://www.bloomberg.com/news/articles/2026-03-11/atlassian-team-ceo-announces-layoffs-of-1-600-citing-ai-shift",confirmed,atlassian-2026-03
Block,2026-03-02,2026-03-02,,4000,,Finance,https://web.archive.org/web/20260522063831/https://www.businesstimes.com.sg/companies-markets/jack-dorseys-4000-job-cuts-block-arouse-suspicions-ai-washing,"Block (Jack Dorsey) ~4,000 job cuts globally | Evidence: https://www.cnbc.com/2026/02/26/block-laying-off-about-4000-employees-nearly-half-of-its-workforce.html",confirmed,block-2026-03
BlackRock,2026-01-13,2026-01-13,,,,Finance,https://web.archive.org/web/20260522064005/https://www.straitstimes.com/business/banking/blackrock-cuts-hundreds-of-jobs-trimming-about-1-of-staff,BlackRock layoffs reported | Evidence: https://www.aol.com/articles/blackrock-slash-hundreds-jobs-latest-153923991.html,confirmed,blackrock-2026-01
BlackRock,2026-06-15,2026-06-15,,200,,Finance,https://news.google.com/rss/articles/CBMixgFBVV95cUxQdGlZZzJrX0hKUVU5VGt0cEUwcDFMMXItVUc0WExwNEJsQVUyNlBIZWFObFRDTVpDcTVMbktKeTVYV3RZZ0NsajQ2a1N5NlIweHBrQVRIb2hDaXZtZHl4eG5vbFV4TjU3eVdUazRFMW1DU0FLWVlrRThrRndmSHNGYUczSTdVVXo1VGJGN0VHS21qREluaTctNVlWLXlqVndVUHlIdjVCMkFTalBKWVhCNEhzclFDcHdCdm5XX3N6eHNYTGV0cUE?oc=5,"Snippet indicates BlackRock shedding 200 jobs, but date is future and no explicit Singapore nexus. Rumored due to future plan. | Evidence: https://finance.yahoo.com/markets/stocks/articles/blk-stock-blackrock-reportedly-cuts-002716602.html",confirmed,blackrock-2026-06
UBS,2025-12-18,2025-12-18,,,,Finance,https://web.archive.org/web/20260522064031/https://www.businesstimes.com.sg/companies-markets/banking-finance/ubs-plans-january-job-cuts-kick-final-year-integration,Plans January 2026 job cuts | Evidence: https://www.bloomberg.com/news/articles/2026-01-13/ermotti-flags-job-cuts-as-ubs-nears-credit-suisse-integration,confirmed,ubs-2025-12
UBS,2026-06-08,2026-06-08,1,,,Finance,https://www.straitstimes.com/business/banking/ubs-said-to-cut-asia-esg-staff-by-half-in-latest-pullback-by-global-banks,"UBS cut its Asia ESG (environmental, social, governance) team by half amid a broader retreat from ESG roles by global banks, with a Singapore-based headcount impact of 1.",confirmed,ubs-2026-06
UBS,2025-12-07,2025-12-07,,,,Finance,https://news.google.com/rss/articles/CBMingFBVV95cUxQQUdpVHdiX1daU1JCT2FtQjdMWEtSOVRzOFhjMUtJalZyaW5UNEs4NzVnR2kxTmxRTTZOaVRSVjJBOGZ5RVRrZTdjTHIwSTlnNUxfYWJNc2hxWlJYYzBfTEdBWFk4RTFxTVBFMDQ5WTRFek1TYTJIN1VyWFVJamxUNmc3aXNUNFdUNGJHMkhNTDVINS15ZEhPSWtxcHJPdw?oc=5,"Snippet suggests UBS may cut a further 10 jobs, but details are insufficient to confirm; appears to be a future plan or rumor. | Evidence: https://www.bloomberg.com/news/articles/2026-01-13/ermotti-flags-job-cuts-as-ubs-nears-credit-suisse-integration",confirmed,ubs-2025-12
UBS,2024-03-13,2024-03-13,,,,Finance,https://news.google.com/rss/articles/CBMivwFBVV95cUxNOGU3cFJ5Z2NXYmRTNTNEbl9fVi1JbmhScDRJZWlEYVJITy13d0FKbzJSWTJzU3lBbWJ1YVlTRnRESk8xVzZ3ZXF4NHdSWkR3bERHY3p6OG9uUFdhcU1VVTJLa0hMMGNXNjNlNmxaa3oxUjFhR3NFNlZHYjVJRHUxd3dYcWlkTkRldnRPNEdOTERVMzVGZGJaaFh5THVGWDlYaEJXR1lCRW05eDYtbFJ1V1FPWndqelJSWjZuVG9qTQ?oc=5,"UBS has started job cuts in Asia, which includes its Singapore operations, based on a credible news source.",confirmed,ubs-2024-02
UBS,2026-01-07,2026-01-07,,,,Finance,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPUTBZa21qbVZnY1ZCOV9XdzhZZ0MxdnRpdWFBbjJTY2NhemxuX3JDYjZxZTBUN0xmMWdOWFNFbEtwUU52Yk5YS0dpRTVyZG1kNnlQZlh0b0ZZYmpzQkgwcmR2czdtRlp5Q29nclQ5UGV2TDZ3MHU0QXhBUWdBUGE0Q1k3TlVyYVFZR3VQVlBtTEx3Uk0zcTFPNWpHT2VqQ3BWMi1WMmNRdTdzNDd1UWFaNGNvT3h3ZC0tMzVsRkNZak0?oc=5,"Article reports departure of 25-year Asia veteran at UBS ahead of expected job cuts, indicating rumored layoffs. | Evidence: https://www.bloomberg.com/news/articles/2026-01-13/ermotti-flags-job-cuts-as-ubs-nears-credit-suisse-integration",confirmed,ubs-2025-12
UBS,2024-02-01,2024-02-01,,90,,Finance,https://news.google.com/rss/articles/CBMivwFBVV95cUxPODRNRmNQMTJ4UWZMUGlqMjBhNmZhczdyb1ZvVTBpR0V0dDR1ZWg0VEJSOVl5dWM3WHA2QkZmeXJLWi12WE1xLVNiV0RlSmF0c2hoYnRxbzV4ckFYS0dRcUh3NXFWNU1Qb042V2RRUHJ0NTVnZ0Juemx3SkR6TFoxUW5IVFpPZlRfbXNXZGtneTJ6d2xkNVpCYUI4VEJmd0kyXzJQd2lsbG1pbGRDUFBqX0RvRGQ0T01XMDJmeGgxTQ?oc=5,UBS is considering cutting about 90 jobs based on news snippet. Not confirmed but reported as planned.,expired,ubs-2024-02
UBS,2023-09-11,2023-09-11,,,,Finance,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNTEZNZ1lRakg0UW9HdmhENHlqd25BSVk1THhuNkNNMnFUblVrdl8xNXc0VWo0UHE4OTAtdzFQdXZ4NkhEbkp5eHJONHJtVmR3RE1QSERSY0h5aUp4VzZ2by11WWZMSmtxVWM0U2p6ZWpLTlFsYlBuUGRPdnVxanBFN0Z0anU5NGpCUVd1bjU5d0pRakVvS1lzcjBMNTFXOXhqclNRclVQSlEwZw?oc=5,UBS announced plans to cut jobs in its wealth management division as part of restructuring following the Credit Suisse acquisition.,confirmed,ubs-2023-09
Pinterest,2023-02-02,2023-02-02,,,,Tech,https://web.archive.org/web/20260522064125/https://www.straitstimes.com/business/pinterest-cuts-about-150-jobs-joining-flurry-of-tech-layoffs,Pinterest layoffs reported,expired,pinterest-2023-02
Gemini,2026-02-05,2026-02-05,,,,Finance,https://web.archive.org/web/20260522064201/https://www.channelnewsasia.com/business/gemini-crypto-exchange-layoff-200-staff-europe-australia-us-singapore-5910326,Gemini plans to cut staff | Evidence: https://www.thestar.com.my/tech/tech-news/2026/02/06/crypto-exchange-gemini-plans-to-lay-off-up-to-200-staff-exit-europe-and-australia,confirmed,gemini-2026-02
Nestlé,2025-10-18,2025-10-18,,16000,,Other,https://web.archive.org/web/20260522064346/https://www.straitstimes.com/business/nestles-layoff-will-affect-markets-globally,"Plans ~16,000 job cuts globally | Evidence: https://www.cnbc.com/2025/10/16/nestle-3q-earnings-announces-16000-job-cuts.html",confirmed,nestl-2025-10
Nestlé,2026-04-23,2026-04-23,180,,,F&B,https://news.google.com/rss/articles/CBMiyAFBVV95cUxONHd4N2ZrTXpZTFkxR1pLb0JRcjZLOW9CZnU2ZVZkdkEwaEVqTzY5VUM4VDhROVo1MGdONnF1ZzVNTGFkdTl1RjBnOFdrbVJLTGJzN2xmNXFUZEFFUnBxMHAyT0dFemdlYW5BTDk4M2M3cnFmSnFRU29UQ3V0WEt0VXdSUmdfWGRLd2RESmJoNTNkSDR1cHgxdDBnclRGcTlGdjhvb0x2emkxaHlxUk0yQjhPUjhfU0RYbHkta1V2aXZqcERXWmtIQQ?oc=5,"Article reports Nestlé may cut 180 jobs in Singapore, indicating a planned or anticipated layoff event that is still unconfirmed.",rumored,nestle-2026-04
BioNTech Singapore,2026-05-05,2026-05-05,,,,Other,https://web.archive.org/web/20260506083254/https://www.reuters.com/legal/litigation/biontech-close-sites-germany-singapore-affecting-1860-staff-2026-05-05/,"BioNTech closing Germany + Singapore sites, ~1,860 staff affected globally",confirmed,biontech-2026-04
BioNTech,2026-04-09,2026-04-09,85,,,Healthcare,https://sea.peoplemattersglobal.com/news/strategic-hr/biontech-to-close-singapore-vaccine-plant-by-2027-impacting-85-employees-49192,"BioNTech is closing its Singapore vaccine plant by 2027, impacting 85 employees. This is a confirmed closure/layoff event with a clear Singapore nexus.",confirmed,biontech-2026-04
Partior,2024-09-18,2024-09-18,,,,Tech,https://web.archive.org/web/20260522064554/https://vulcanpost.com/871218/partior-fintech-startup-layoff-staff-exit-singapore/,Temasek-backed fintech cuts ~30% of Singaporean team after US$60M funding round,confirmed,partior-2024-09
Nike,2026-04-24,2026-04-24,,,,Other,https://web.archive.org/web/20260425065414/https://www.straitstimes.com/business/companies-markets/struggling-nike-will-cut-around-1400-jobs,"Plans ~1,400 job cuts globally amid turnaround | Evidence: https://www.cnbc.com/2026/04/23/nike-job-cuts-layoffs.html",confirmed,nike-2026-04
Morgan Stanley,2026-03-05,2026-03-05,,,,Finance,https://web.archive.org/web/20260522064728/https://www.businesstimes.com.sg/companies-markets/banking-finance/morgan-stanley-lays-2500-employees-across-divisions-source-says,"Morgan Stanley lays off ~2,500 globally; SG office potentially affected | Evidence: https://money.usnews.com/investing/news/articles/2026-03-04/morgan-stanley-lays-off-2-500-employees-across-all-divisions-wsj-reports",confirmed,morgan-stanley-2026-03
Morgan Stanley,2024-04-17,2024-04-17,,50,,Finance,https://news.google.com/rss/articles/CBMioAFBVV95cUxPcmJreEc1Sk9iRDZ6bVNPNktwYW82M05UbGRSU0lRMEp3dV8tR1ZMZG0xTXZhbE8yMEp5eVROMnMyVW50NG8xTkVoem5pSmJjYlFiRVlVT2RFWTJtbXVOOTVrZkN1aTV2WUtNdjAwS2NNM3cwV1RxWG1jLXpKX0VMYzNfanozZDc0MTV2UGVfTVI4bnpwZXFybU1EUG5NNlFU?oc=5,"Article reports planned layoffs of about 50 jobs at Morgan Stanley, but it is not clear if already implemented.",expired,morgan-stanley-2024-04
Morgan Stanley,2025-03-19,2025-03-19,,,,Finance,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQWE9IMDZEczM2LWhUbVlzaENKUFltaTFxYWRPenVpaENWbVBVa0xpR2xpeWw4OEU1N3JUNGhaUXRMV19GYXRGM2xKazdiTC1ZZl9HLXVnNkZDVGZxV0d3VjBaYTJjaVM0S2MwaVB3REkyVUw2djlwdzF5aWl0VEJfeklVb1ZzT1prdTdGMVFYcFh1MjFxQldVdGctUmVVREg2cUo4dVM5X2YyS2EzNHR3MG1aMlpMX2RHVHJpTHotQUo1Tm9WbzhHeXhNX1dKZjl0NWc?oc=5,Morgan Stanley reportedly planned job cuts as part of a broader global workforce review; Singapore-specific impact and headcount not confirmed in available sources. | Evidence: https://www.reuters.com/business/world-at-work/morgan-stanley-lays-off-2500-employees-across-all-divisions-wsj-reports-2026-03-04/,confirmed,morgan-stanley-2025-03
Morgan Stanley,2011-12-16,2011-12-16,1600,1600,,Finance,https://news.google.com/rss/articles/CBMiswFBVV95cUxQU0h5Z08wVlN0elJTQjNnb1ZvSVc4RnlhU2RfT3FZLUpXSS01UjFTMDhtQ09iVC12LVlXXzBhMXNtUTNHd0JWWTZmOUNPakF6YTBnb1FObFBHSXBtV1UxOG1oMlF2LVVvcjJmUUdqSlpGR3dyVmdzZ0NzTmNzdXlvY3owWHhwYzd5Tm1ETWhVZlhJNlkwdHlyUk1BTW5zdEFyV3B5ckotY2N2VXlleW1fYWJMTQ?oc=5,"Morgan Stanley announced 1,600 job cuts globally; the company has Singapore operations, but no Singapore-specific headcount was reported.",confirmed,morgan-stanley-2011-12
Traveloka,2026-02-04,2026-02-04,,,,Tech,https://web.archive.org/web/20260522065231/https://www.webintravel.com/traveloka-layoffs-as-it-reorganises-workforce-around-capabilities-tech-and-growth/,"Traveloka reorganising workforce around capabilities, tech and growth; SG office potentially affected | Evidence: https://www.webintravel.com/traveloka-layoffs-as-it-reorganises-workforce-around-capabilities-tech-and-growth/",confirmed,traveloka-2026-02
Gardenia,2026-05-20,2026-05-20,141,,,F&B,https://web.archive.org/web/20260522065350/https://www.asiaone.com/singapore/gardenia-singapore-staff-retrenchment-production-malaysia,Shutting Singapore bakery; moving production to Johor Bahru; 141 staff retrenched,confirmed,gardenia-2026-05
